1 || xx || 000000
1 || xx || 000000
1 || xx || 000000
0 || xx || 000000
0 || 00 || 000000
0 || 00 || 000000
0 || 00 || 000000
0 || 00 || 000000
0 || 00 || 000000
0 || 00 || 000000
0 || 00 || 000000
0 || 00 || 000000
0 || 00 || 000000
0 || 10 || 000000
0 || 10 || 000000
0 || 10 || 000000
0 || 10 || 100000
0 || 10 || 100000
0 || 10 || 110000
0 || 10 || 110000
0 || 10 || 111000
0 || 10 || 111000
0 || 10 || 000000
0 || 01 || 000000
0 || 01 || 100000
0 || 01 || 100000
0 || 01 || 110000
0 || 01 || 110000
0 || 01 || 111000
0 || 01 || 111000
0 || 01 || 000000
0 || 01 || 000000
0 || 01 || 000100
0 || 11 || 000100
0 || 11 || 000110
0 || 11 || 000110
0 || 11 || 000111
0 || 11 || 000111
0 || 11 || 000000
0 || 11 || 000000
0 || 11 || 100100
0 || 11 || 100100
0 || 11 || 110110
0 || 11 || 110110
0 || 11 || 111111
0 || 11 || 111111
0 || 11 || 000000
0 || 11 || 000000
0 || 11 || 100100
0 || 11 || 100100
0 || 11 || 110110
0 || 11 || 110110
0 || 11 || 111111
0 || 11 || 111111
0 || 11 || 000000
0 || 11 || 000000
0 || 11 || 100100
0 || 11 || 100100
0 || 11 || 110110
0 || 11 || 110110
0 || 11 || 111111
0 || 11 || 111111
0 || 11 || 000000
0 || 11 || 000000
0 || 11 || 100100
0 || 11 || 100100
0 || 11 || 110110
0 || 11 || 110110
0 || 11 || 111111
0 || 11 || 111111
0 || 11 || 000000
0 || 11 || 000000
0 || 11 || 100100
0 || 11 || 100100
0 || 11 || 110110
0 || 11 || 110110
0 || 11 || 111111
0 || 11 || 111111
0 || 11 || 000000
0 || 11 || 000000
0 || 11 || 100100
0 || 11 || 100100
0 || 11 || 110110
0 || 11 || 110110
0 || 11 || 111111
0 || 11 || 111111
0 || 11 || 000000
0 || 11 || 000000
0 || 11 || 100100
0 || 11 || 100100
0 || 11 || 110110
0 || 11 || 110110
0 || 11 || 111111
0 || 11 || 111111
0 || 11 || 000000
0 || 11 || 000000
0 || 11 || 100100
0 || 11 || 100100
0 || 11 || 110110
